# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8625147750795
#
# Children      Self  Command          Shared Object               Symbol                                                                                                                                                                     
# ........  ........  ...............  ..........................  ...........................................................................................................................................................................
#
     0.22%     0.00%  mariadbd         [kernel.kallsyms]           [k] grab_cache_page_write_begin
     0.22%     0.02%  tclsh8.6         [kernel.kallsyms]           [k] dequeue_task_fair
     0.22%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] unix_stream_read_actor
     0.22%     0.21%  mariadbd         [kernel.kallsyms]           [k] __get_user_nocheck_4
     0.22%     0.00%  mariadbd         [kernel.kallsyms]           [k] generic_update_time
     0.22%     0.00%  mariadbd         [kernel.kallsyms]           [k] file_write_and_wait_range
     0.21%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] skb_copy_datagram_iter
     0.21%     0.21%  mariadbd         [kernel.kallsyms]           [k] __switch_to_asm
     0.21%     0.01%  mariadbd         [kernel.kallsyms]           [k] __block_write_begin_int
     0.21%     0.01%  mariadbd         [kernel.kallsyms]           [k] unix_stream_read_actor
     0.21%     0.04%  mariadbd         [kernel.kallsyms]           [k] skb_release_data
     0.21%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] __skb_datagram_iter
     0.21%     0.20%  mariadbd         [kernel.kallsyms]           [k] _find_next_bit
     0.20%     0.03%  mariadbd         [kernel.kallsyms]           [k] __check_block_validity.constprop.0
     0.20%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] obj_cgroup_charge
     0.20%     0.20%  mariadbd         libpthread-2.28.so          [.] __pthread_mutex_cond_lock
     0.20%     0.02%  mariadbd         [kernel.kallsyms]           [k] sched_clock_cpu
     0.20%     0.17%  mariadbd         [kernel.kallsyms]           [k] __cgroup_account_cputime
     0.20%     0.20%  swapper          [kernel.kallsyms]           [k] calc_load_nohz_start
     0.20%     0.20%  mariadbd         [kernel.kallsyms]           [k] syscall_return_via_sysret
     0.20%     0.00%  mariadbd         [kernel.kallsyms]           [k] skb_copy_datagram_iter
     0.20%     0.13%  mariadbd         [kernel.kallsyms]           [k] kmem_cache_alloc
     0.20%     0.12%  swapper          [kernel.kallsyms]           [k] lapic_next_event
     0.20%     0.07%  tclsh8.6         [kernel.kallsyms]           [k] kfree
     0.20%     0.15%  swapper          [kernel.kallsyms]           [k] update_sg_lb_stats
     0.19%     0.02%  tclsh8.6         [kernel.kallsyms]           [k] dequeue_entity
     0.19%     0.01%  mariadbd         [kernel.kallsyms]           [k] __skb_datagram_iter
     0.19%     0.19%  mariadbd         mariadbd                    [.] _Z16dispatch_command19enum_server_commandP3THDPcjb
     0.19%     0.01%  mariadbd         [kernel.kallsyms]           [k] __queue_work
     0.19%     0.19%  swapper          [kernel.kallsyms]           [k] update_cfs_group
     0.19%     0.00%  mariadbd         [kernel.kallsyms]           [k] __filemap_fdatawrite_range
     0.19%     0.19%  swapper          [kernel.kallsyms]           [k] nohz_balance_enter_idle
     0.18%     0.01%  mariadbd         [kernel.kallsyms]           [k] run_rebalance_domains
     0.18%     0.18%  swapper          [kernel.kallsyms]           [k] amd_pmu_addr_offset
     0.18%     0.01%  mariadbd         [kernel.kallsyms]           [k] kmalloc_reserve
     0.18%     0.04%  tclsh8.6         [kernel.kallsyms]           [k] refill_obj_stock
     0.18%     0.00%  mariadbd         [kernel.kallsyms]           [k] do_writepages
     0.18%     0.18%  mariadbd         [kernel.kallsyms]           [k] send_call_function_single_ipi
     0.18%     0.00%  mariadbd         [kernel.kallsyms]           [k] ext4_writepages
     0.18%     0.16%  swapper          [kernel.kallsyms]           [k] ktime_get_update_offsets_now
     0.18%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] skb_release_head_state
     0.18%     0.10%  mariadbd         [kernel.kallsyms]           [k] put_prev_entity
     0.18%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] ttwu_do_activate
     0.18%     0.00%  mariadbd         [kernel.kallsyms]           [k] sysvec_call_function_single
     0.18%     0.04%  mariadbd         [kernel.kallsyms]           [k] refill_obj_stock
     0.18%     0.17%  mariadbd         [kernel.kallsyms]           [k] ext4_inode_block_valid
     0.18%     0.12%  mariadbd         [kernel.kallsyms]           [k] __kmalloc_node_track_caller
     0.17%     0.10%  mariadbd         [kernel.kallsyms]           [k] __rq_qos_throttle
     0.17%     0.05%  tclsh8.6         [kernel.kallsyms]           [k] enqueue_task_fair
     0.17%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] unix_destruct_scm
     0.17%     0.17%  mariadbd         [kernel.kallsyms]           [k] read_tsc
     0.17%     0.14%  mariadbd         [kernel.kallsyms]           [k] iomap_dio_complete
     0.17%     0.17%  mariadbd         [kernel.kallsyms]           [k] native_sched_clock
     0.17%     0.04%  mariadbd         [kernel.kallsyms]           [k] syscall_trace_enter.constprop.0
     0.17%     0.02%  mariadbd         [kernel.kallsyms]           [k] __blk_mq_alloc_request
     0.17%     0.00%  mariadbd         [kernel.kallsyms]           [k] queue_work_on
     0.17%     0.17%  mariadbd         libpthread-2.28.so          [.] __condvar_dec_grefs
     0.17%     0.01%  swapper          [kernel.kallsyms]           [k] run_rebalance_domains
     0.17%     0.17%  swapper          [kernel.kallsyms]           [k] nr_iowait_cpu
     0.17%     0.06%  mariadbd         [kernel.kallsyms]           [k] __unqueue_futex
     0.17%     0.01%  swapper          [kernel.kallsyms]           [k] nvme_unmap_data.part.0
     0.16%     0.00%  mariadbd         [kernel.kallsyms]           [k] __sysvec_call_function_single
     0.16%     0.05%  tclsh8.6         [kernel.kallsyms]           [k] select_task_rq_fair
     0.16%     0.04%  tclsh8.6         [kernel.kallsyms]           [k] syscall_exit_work
     0.16%     0.02%  swapper          [kernel.kallsyms]           [k] enqueue_hrtimer
     0.16%     0.16%  swapper          [kernel.kallsyms]           [k] pick_next_entity
     0.16%     0.02%  mariadbd         [kernel.kallsyms]           [k] ext4_mark_iloc_dirty
     0.16%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] asm_sysvec_apic_timer_interrupt
     0.16%     0.05%  tclsh8.6         [kernel.kallsyms]           [k] sock_wfree
     0.16%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] sysvec_apic_timer_interrupt
     0.15%     0.09%  mariadbd         [kernel.kallsyms]           [k] __update_blocked_fair
     0.15%     0.01%  mariadbd         [kernel.kallsyms]           [k] copy_page_from_iter_atomic
     0.15%     0.06%  swapper          [kernel.kallsyms]           [k] timerqueue_del
     0.15%     0.07%  mariadbd         [kernel.kallsyms]           [k] put_prev_task_fair
     0.15%     0.15%  swapper          [kernel.kallsyms]           [k] menu_update
     0.15%     0.14%  mariadbd         [kernel.kallsyms]           [k] __bio_add_page
     0.15%     0.07%  mariadbd         [kernel.kallsyms]           [k] __check_object_size.part.0
     0.15%     0.01%  mariadbd         [kernel.kallsyms]           [k] sched_ttwu_pending
     0.15%     0.00%  kswapd0          [kernel.kallsyms]           [k] kswapd
     0.15%     0.00%  kswapd0          [kernel.kallsyms]           [k] kthread
     0.15%     0.00%  kswapd0          [kernel.kallsyms]           [k] ret_from_fork
     0.15%     0.00%  kswapd0          [kernel.kallsyms]           [k] balance_pgdat
     0.15%     0.07%  tclsh8.6         [kernel.kallsyms]           [k] sock_poll
     0.15%     0.00%  mariadbd         [kernel.kallsyms]           [k] ext4_ext_map_blocks
     0.15%     0.00%  kswapd0          [kernel.kallsyms]           [k] shrink_node
     0.15%     0.03%  mariadbd         [kernel.kallsyms]           [k] bio_alloc_bioset
     0.15%     0.00%  kswapd0          [kernel.kallsyms]           [k] shrink_node_memcgs
     0.15%     0.06%  mariadbd         [kernel.kallsyms]           [k] blk_mq_get_tag
     0.15%     0.15%  swapper          [kernel.kallsyms]           [k] _find_next_bit
     0.14%     0.07%  mariadbd         [kernel.kallsyms]           [k] __cond_resched
     0.14%     0.14%  mariadbd         [kernel.kallsyms]           [k] __rdgsbase_inactive
     0.14%     0.14%  swapper          [kernel.kallsyms]           [k] prepare_task_switch
     0.14%     0.05%  swapper          [kernel.kallsyms]           [k] hrtimer_update_next_event
     0.14%     0.14%  mariadbd         [kernel.kallsyms]           [k] __list_del_entry_valid
     0.14%     0.14%  tclsh8.6         [kernel.kallsyms]           [k] copy_user_generic_string
     0.14%     0.09%  swapper          [kernel.kallsyms]           [k] timerqueue_add
     0.14%     0.09%  tclsh8.6         [kernel.kallsyms]           [k] drain_obj_stock
     0.14%     0.09%  mariadbd         [kernel.kallsyms]           [k] blk_mq_rq_ctx_init.constprop.0
     0.14%     0.09%  mariadbd         [kernel.kallsyms]           [k] drain_obj_stock
     0.14%     0.01%  mariadbd         [kernel.kallsyms]           [k] aio_read_events
     0.14%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] __sysvec_apic_timer_interrupt
     0.14%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] hrtimer_interrupt
     0.14%     0.00%  kswapd0          [kernel.kallsyms]           [k] shrink_lruvec
     0.14%     0.00%  kswapd0          [kernel.kallsyms]           [k] shrink_inactive_list
     0.13%     0.01%  mariadbd         [kernel.kallsyms]           [k] skb_copy_datagram_from_iter
     0.13%     0.13%  mariadbd         [kernel.kallsyms]           [k] __wrgsbase_inactive
     0.13%     0.10%  mariadbd         [kernel.kallsyms]           [k] kmem_cache_free
     0.13%     0.04%  mariadbd         [kernel.kallsyms]           [k] update_rq_clock
     0.13%     0.13%  swapper          [kernel.kallsyms]           [k] memchr_inv
     0.13%     0.05%  mariadbd         [kernel.kallsyms]           [k] aio_read_events_ring
     0.13%     0.04%  mariadbd         [kernel.kallsyms]           [k] ext4_do_update_inode.isra.0
     0.13%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] kmalloc_reserve
     0.13%     0.13%  mariadbd         [kernel.kallsyms]           [k] update_irq_load_avg
     0.13%     0.07%  tclsh8.6         [kernel.kallsyms]           [k] __check_object_size.part.0
     0.13%     0.13%  swapper          [kernel.kallsyms]           [k] native_apic_mem_write
     0.13%     0.00%  mariadbd         [kernel.kallsyms]           [k] ext4_reserve_inode_write
     0.13%     0.09%  tclsh8.6         [kernel.kallsyms]           [k] __kmalloc_node_track_caller
     0.13%     0.01%  mariadbd         [kernel.kallsyms]           [k] blk_mq_start_request
     0.13%     0.00%  mariadbd         [kernel.kallsyms]           [k] nvme_pci_complete_rq
     0.13%     0.01%  swapper          [kernel.kallsyms]           [k] bio_endio
     0.12%     0.01%  mariadbd         [kernel.kallsyms]           [k] obj_cgroup_charge_pages
     0.12%     0.12%  mariadbd         libpthread-2.28.so          [.] pthread_cond_signal@@GLIBC_2.3.2
     0.12%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] __hrtimer_run_queues
     0.12%     0.01%  kswapd0          [kernel.kallsyms]           [k] shrink_page_list
     0.12%     0.02%  mariadbd         [kernel.kallsyms]           [k] cpumask_next
     0.12%     0.12%  mariadbd         [kernel.kallsyms]           [k] __calc_delta
     0.12%     0.00%  mariadbd         [kernel.kallsyms]           [k] __ext4_journal_start_sb
     0.12%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] __run_hrtimer
     0.12%     0.07%  tclsh8.6         [kernel.kallsyms]           [k] __audit_syscall_exit
     0.12%     0.05%  tclsh8.6         [kernel.kallsyms]           [k] enqueue_entity
     0.12%     0.12%  mariadbd         [kernel.kallsyms]           [k] __const_udelay
     0.12%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] tick_sched_timer
     0.12%     0.00%  mariadbd         [kernel.kallsyms]           [k] add_to_page_cache_lru
     0.12%     0.03%  swapper          [kernel.kallsyms]           [k] hrtimer_get_next_event
     0.12%     0.12%  swapper          [kernel.kallsyms]           [k] rb_erase
     0.12%     0.12%  swapper          [kernel.kallsyms]           [k] rb_next
     0.12%     0.03%  mariadbd         [kernel.kallsyms]           [k] try_charge_memcg
     0.12%     0.06%  swapper          [kernel.kallsyms]           [k] dma_pool_free
     0.12%     0.11%  mariadbd         [kernel.kallsyms]           [k] wake_q_add_safe
     0.12%     0.12%  mariadbd         libpthread-2.28.so          [.] pthread_cond_wait@@GLIBC_2.3.2
     0.12%     0.12%  mariadbd         [kernel.kallsyms]           [k] update_min_vruntime
     0.11%     0.11%  swapper          [kernel.kallsyms]           [k] __wrgsbase_inactive
     0.11%     0.00%  mariadbd         [kernel.kallsyms]           [k] mpage_prepare_extent_to_map
     0.11%     0.00%  mariadbd         [kernel.kallsyms]           [k] skb_release_head_state
     0.11%     0.00%  mariadbd         [kernel.kallsyms]           [k] __getblk_gfp
     0.11%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] pick_next_task_fair
     0.11%     0.11%  mariadbd         [kernel.kallsyms]           [k] __list_add_valid
     0.11%     0.11%  mariadbd         [kernel.kallsyms]           [k] unroll_tree_refs
     0.11%     0.11%  mariadbd         [kernel.kallsyms]           [k] _raw_read_lock
     0.11%     0.00%  mariadbd         [kernel.kallsyms]           [k] __find_get_block
     0.11%     0.11%  mariadbd         [kernel.kallsyms]           [k] get_futex_key
     0.11%     0.01%  mariadbd         [kernel.kallsyms]           [k] unix_destruct_scm
     0.11%     0.01%  mariadbd         [kernel.kallsyms]           [k] ext4_da_get_block_prep
     0.11%     0.01%  mariadbd         [kernel.kallsyms]           [k] remove_entity_load_avg
     0.11%     0.01%  mariadbd         [kernel.kallsyms]           [k] plist_del
     0.11%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] skb_copy_datagram_from_iter
     0.11%     0.11%  mariadbd         [kernel.kallsyms]           [k] prepare_task_switch
     0.11%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] exit_to_user_mode_prepare
     0.11%     0.07%  mariadbd         [kernel.kallsyms]           [k] __kmalloc
     0.11%     0.05%  tclsh8.6         [kernel.kallsyms]           [k] update_load_avg
     0.11%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] sock_recvmsg
     0.11%     0.07%  tclsh8.6         [kernel.kallsyms]           [k] kmem_cache_free
     0.11%     0.05%  swapper          [kernel.kallsyms]           [k] rcu_idle_exit
     0.11%     0.02%  mariadbd         [kernel.kallsyms]           [k] jbd2__journal_start
     0.11%     0.11%  tclsh8.6         [kernel.kallsyms]           [k] _raw_spin_lock_irqsave
     0.10%     0.10%  swapper          [kernel.kallsyms]           [k] __const_udelay
     0.10%     0.10%  mariadbd         mariadbd                    [.] thd_wait_end
     0.10%     0.09%  mariadbd         [kernel.kallsyms]           [k] ktime_get_update_offsets_now
     0.10%     0.03%  mariadbd         [kernel.kallsyms]           [k] __mod_timer
     0.10%     0.05%  tclsh8.6         [kernel.kallsyms]           [k] unix_write_space
     0.10%     0.00%  mariadbd         [kernel.kallsyms]           [k] ext4_get_inode_loc
     0.10%     0.03%  tclsh8.6         [kernel.kallsyms]           [k] __fget_light
     0.10%     0.00%  mariadbd         [kernel.kallsyms]           [k] ext4_iomap_overwrite_begin
     0.10%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] obj_cgroup_charge_pages
     0.10%     0.02%  tclsh8.6         [kernel.kallsyms]           [k] select_idle_sibling
     0.10%     0.01%  mariadbd         [kernel.kallsyms]           [k] _copy_to_iter
     0.10%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] security_socket_recvmsg
     0.10%     0.00%  mariadbd         [kernel.kallsyms]           [k] ext4_da_map_blocks.constprop.0
