# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 265K of event 'cycles'
# Event count (approx.): 5068918367203
#
# Children      Self  Command          Shared Object                       Symbol                                        
# ........  ........  ...............  ..................................  ..............................................
#
     0.17%     0.02%  swapper          [kernel.kallsyms]                   [k] tick_nohz_next_event
     0.17%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_queue_rq
     0.17%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __netif_receive_skb
     0.17%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __netif_receive_skb_one_core
     0.17%     0.16%  epollEventLoopG  [kernel.kallsyms]                   [k] clear_page_erms
     0.17%     0.04%  Native-Transpor  [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.17%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] enqueue_task_fair
     0.16%     0.07%  Native-Transpor  [kernel.kallsyms]                   [k] futex_wake
     0.16%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] simple_copy_to_iter
     0.16%     0.16%  swapper          [kernel.kallsyms]                   [k] __switch_to_asm
     0.16%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __local_bh_enable_ip
     0.16%     0.09%  Native-Transpor  [kernel.kallsyms]                   [k] flush_tlb_func
     0.16%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_softirq
     0.16%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __softirqentry_text_start
     0.16%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] net_rx_action
     0.16%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __napi_poll
     0.16%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] process_backlog
     0.16%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_rcv
     0.16%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __netif_receive_skb
     0.15%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __netif_receive_skb_one_core
     0.15%     0.15%  cluster1-nio-wo  [kernel.kallsyms]                   [k] copy_user_enhanced_fast_string
     0.15%     0.11%  NonPeriodicTask  [kernel.kallsyms]                   [k] xas_find
     0.15%     0.15%  Native-Transpor  [kernel.kallsyms]                   [k] next_uptodate_page
     0.15%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_rcv
     0.15%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_push
     0.15%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.15%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __tcp_push_pending_frames
     0.15%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_write_xmit
     0.15%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_local_deliver
     0.15%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_local_deliver
     0.15%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_local_deliver_finish
     0.15%     0.14%  NonPeriodicTask  [kernel.kallsyms]                   [k] unlock_page
     0.15%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_local_deliver_finish
     0.15%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_protocol_deliver_rcu
     0.15%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_complete_rq
     0.15%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_protocol_deliver_rcu
     0.14%     0.01%  kswapd0          [kernel.kallsyms]                   [k] xas_store
     0.14%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] skb_do_copy_data_nocache
     0.14%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_mq_end_request
     0.14%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_v4_rcv
     0.14%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] submit_bio
     0.14%     0.05%  NonPeriodicTask  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.14%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_v4_rcv
     0.14%     0.01%  kswapd1          [kernel.kallsyms]                   [k] free_unref_page_list
     0.14%     0.00%  swapper          [kernel.kallsyms]                   [k] __softirqentry_text_start
     0.14%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.14%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] exc_page_fault
     0.13%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] do_user_addr_fault
     0.13%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.13%     0.02%  swapper          [kernel.kallsyms]                   [k] sched_clock_cpu
     0.13%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] submit_bio_noacct
     0.13%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] handle_mm_fault
     0.13%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __handle_mm_fault
     0.13%     0.05%  Native-Transpor  [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.13%     0.13%  kswapd0          [kernel.kallsyms]                   [k] xas_create
     0.13%     0.13%  swapper          [kernel.kallsyms]                   [k] __switch_to
     0.13%     0.00%  swapper          [kernel.kallsyms]                   [k] run_rebalance_domains
     0.13%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __wake_up_common
     0.13%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __mem_cgroup_charge
     0.13%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __submit_bio
     0.13%     0.00%  swapper          [kernel.kallsyms]                   [k] tick_nohz_idle_stop_tick
     0.12%     0.01%  kswapd1          [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.12%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] grab_cache_page_write_begin
     0.12%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] blk_update_request
     0.12%     0.01%  kswapd0          [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.12%     0.01%  CompactionExecu  [kernel.kallsyms]                   [k] pagecache_get_page
     0.12%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] enqueue_entity
     0.12%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_v4_do_rcv
     0.12%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_v4_do_rcv
     0.12%     0.04%  Native-Transpor  [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.12%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_da_write_end
     0.12%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_rcv_established
     0.12%     0.12%  epollEventLoopG  [kernel.kallsyms]                   [k] copy_user_enhanced_fast_string
     0.12%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __pagevec_release
     0.12%     0.01%  kswapd1          [kernel.kallsyms]                   [k] free_unref_page_commit.constprop.0
     0.12%     0.09%  Native-Transpor  [kernel.kallsyms]                   [k] update_cfs_group
     0.12%     0.12%  swapper          [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.12%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_rcv_established
     0.11%     0.09%  Native-Transpor  [kernel.kallsyms]                   [k] finish_task_switch.isra.0
     0.11%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] generic_write_end
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] io_schedule
     0.11%     0.01%  swapper          [kernel.kallsyms]                   [k] unlock_page
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] bio_endio
     0.11%     0.06%  cluster1-nio-wo  [kernel.kallsyms]                   [k] update_load_avg
     0.11%     0.11%  Native-Transpor  [kernel.kallsyms]                   [k] sync_regs
     0.11%     0.01%  kswapd1          [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.11%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __do_fault
     0.11%     0.01%  kswapd0          [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.11%     0.11%  swapper          [kernel.kallsyms]                   [k] load_new_mm_cr3
     0.11%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] xa_load
     0.11%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] filemap_fault
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] mpage_end_io
     0.11%     0.00%  swapper          [kernel.kallsyms]                   [k] wake_up_page_bit
     0.11%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] rmap_walk
     0.11%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] xas_find
     0.11%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] psi_task_switch
     0.11%     0.05%  swapper          [kernel.kallsyms]                   [k] tick_nohz_idle_enter
     0.11%     0.03%  kswapd1          [kernel.kallsyms]                   [k] free_pcppages_bulk
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __x64_sys_write
     0.10%     0.10%  Native-Transpor  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.10%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] charge_memcg
     0.10%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] __read_end_io
     0.10%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] ksys_write
     0.10%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.10%     0.09%  Native-Transpor  [kernel.kallsyms]                   [k] futex_wait_setup
     0.10%     0.01%  kswapd1          [kernel.kallsyms]                   [k] shrink_active_list
     0.10%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] try_to_migrate
     0.10%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] try_to_migrate_one
     0.10%     0.10%  swapper          [kernel.kallsyms]                   [k] native_sched_clock
     0.10%     0.10%  Native-Transpor  [kernel.kallsyms]                   [k] _find_next_bit
     0.10%     0.00%  swapper          [kernel.kallsyms]                   [k] __wake_up_locked_key_bookmark
     0.10%     0.01%  swapper          [kernel.kallsyms]                   [k] tick_program_event
     0.10%     0.02%  kswapd0          [kernel.kallsyms]                   [k] free_unref_page_list
     0.10%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] unlock_page
     0.10%     0.10%  NonPeriodicTask  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.10%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] rmap_walk_file
     0.10%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] proactive_compact_node
     0.10%     0.00%  swapper          [kernel.kallsyms]                   [k] tick_sched_timer
     0.10%     0.02%  kswapd0          [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.10%     0.01%  swapper          [kernel.kallsyms]                   [k] __wake_up_common
     0.10%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] mem_cgroup_charge_statistics.constprop.0
     0.10%     0.02%  kswapd0          [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.10%     0.00%  swapper          [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.10%     0.09%  Native-Transpor  [kernel.kallsyms]                   [k] rmqueue_bulk
     0.09%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] ptep_clear_flush
     0.09%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] pick_next_task_fair
     0.09%     0.00%  swapper          [kernel.kallsyms]                   [k] wake_page_function
     0.09%     0.05%  NonPeriodicTask  [kernel.kallsyms]                   [k] invalidate_inode_page
     0.09%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __x64_sys_epoll_wait
     0.09%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] vfs_write
     0.09%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_cleanup_rbuf
     0.09%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] blk_mq_submit_bio
     0.09%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] flush_tlb_mm_range
     0.09%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] do_set_pte
     0.09%     0.01%  CompactionExecu  [kernel.kallsyms]                   [k] __mark_inode_dirty
     0.09%     0.04%  kswapd1          [kernel.kallsyms]                   [k] move_pages_to_lru
     0.09%     0.02%  swapper          [kernel.kallsyms]                   [k] psi_task_change
     0.09%     0.02%  kswapd1          [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.09%     0.09%  cluster1-nio-wo  [kernel.kallsyms]                   [k] available_idle_cpu
     0.09%     0.01%  swapper          [kernel.kallsyms]                   [k] quiet_vmstat
     0.09%     0.00%  swapper          [kernel.kallsyms]                   [k] wake_up_state
     0.09%     0.02%  swapper          [kernel.kallsyms]                   [k] hrtimer_next_event_without
     0.09%     0.01%  swapper          [kernel.kallsyms]                   [k] clockevents_program_event
     0.09%     0.04%  kswapd0          [kernel.kallsyms]                   [k] move_pages_to_lru
     0.09%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] native_flush_tlb_multi
     0.09%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] tick_program_event
     0.09%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __tcp_send_ack.part.0
     0.09%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_send_ack
     0.09%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] do_epoll_wait
     0.09%     0.02%  kswapd1          [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.09%     0.02%  kswapd0          [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.09%     0.09%  Native-Transpor  [kernel.kallsyms]                   [k] psi_group_change
     0.09%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] page_cache_async_ra
     0.09%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_dirty_inode
     0.09%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ondemand_readahead
     0.09%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] sugov_update_single_freq
     0.08%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] kcompactd_do_work
     0.08%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] on_each_cpu_cond_mask
     0.08%     0.01%  swapper          [kernel.kallsyms]                   [k] rebalance_domains
